0,-3.1878,55.9444,10,-3.1875045576740964,55.944452094453304,null
1,-3.1875045576740964,55.944452094453304,10,-3.1872091153481925,55.944504188906606,only.fairly.rift
2,-3.1872091153481925,55.944504188906606,10,-3.1869136730222887,55.94455628335991,artist.gets.react
3,-3.1869136730222887,55.94455628335991,40,-3.186683859689353,55.944749119642815,null
4,-3.186683859689353,55.944749119642815,40,-3.1864540463564173,55.94494195592572,null
5,-3.1864540463564173,55.94494195592572,140,-3.186683859689353,55.94513479220863,dragon.bottle.crisp
6,-3.186683859689353,55.94513479220863,60,-3.186533859689353,55.94539459982976,null
7,-3.186533859689353,55.94539459982976,60,-3.186383859689353,55.945654407450895,posts.kicked.universally
8,-3.186383859689353,55.945654407450895,10,-3.186088417363449,55.9457065019042,null
9,-3.186088417363449,55.9457065019042,10,-3.185792975037545,55.9457585963575,shed.desire.muddy
10,-3.185792975037545,55.9457585963575,300,-3.185642975037545,55.945498788736366,null
11,-3.185642975037545,55.945498788736366,290,-3.1855403689945474,55.94521688095013,null
12,-3.1855403689945474,55.94521688095013,300,-3.1853903689945473,55.94495707332899,null
13,-3.1853903689945473,55.94495707332899,290,-3.1852877629515497,55.944675165542755,acid.chair.butter
14,-3.1852877629515497,55.944675165542755,20,-3.185005855165314,55.944777771585755,null
15,-3.185005855165314,55.944777771585755,20,-3.1847239473790783,55.944880377628756,null
16,-3.1847239473790783,55.944880377628756,20,-3.1844420395928426,55.94498298367176,sports.topic.clocks
17,-3.1844420395928426,55.94498298367176,240,-3.1845920395928426,55.94472317605062,null
18,-3.1845920395928426,55.94472317605062,240,-3.1847420395928427,55.94446336842949,null
19,-3.1847420395928427,55.94446336842949,240,-3.184892039592843,55.944203560808354,null
20,-3.184892039592843,55.944203560808354,240,-3.185042039592843,55.94394375318722,null
21,-3.185042039592843,55.94394375318722,250,-3.1851446456358405,55.94366184540098,hello.love.keys
22,-3.1851446456358405,55.94366184540098,240,-3.1852946456358406,55.94340203777985,null
23,-3.1852946456358406,55.94340203777985,240,-3.1854446456358407,55.94314223015871,null
24,-3.1854446456358407,55.94314223015871,240,-3.185594645635841,55.94288242253758,dent.shins.cycle
25,-3.185594645635841,55.94288242253758,190,-3.1858900879617447,55.94283032808428,null
26,-3.1858900879617447,55.94283032808428,190,-3.1861855302876485,55.942778233630975,under.retire.bump
27,-3.1861855302876485,55.942778233630975,90,-3.1861855302876485,55.94307823363098,null
28,-3.1861855302876485,55.94307823363098,90,-3.1861855302876485,55.94337823363098,null
29,-3.1861855302876485,55.94337823363098,80,-3.1861334358343485,55.94367367595689,null
30,-3.1861334358343485,55.94367367595689,90,-3.1861334358343485,55.94397367595689,null
31,-3.1861334358343485,55.94397367595689,80,-3.1860813413810485,55.9442691182828,organs.shape.fantastic
32,-3.1860813413810485,55.9442691182828,210,-3.186341149002184,55.9441191182828,null
33,-3.186341149002184,55.9441191182828,190,-3.186636591328088,55.9440670238295,null
34,-3.186636591328088,55.9440670238295,190,-3.1869320336539917,55.944014929376195,null
35,-3.1869320336539917,55.944014929376195,190,-3.1872274759798955,55.94396283492289,null
36,-3.1872274759798955,55.94396283492289,200,-3.1875093837661312,55.94386022887989,begins.spider.drips
37,-3.1875093837661312,55.94386022887989,240,-3.1876593837661313,55.94360042125876,null
38,-3.1876593837661313,55.94360042125876,240,-3.1878093837661314,55.94334061363762,gums.clock.modes
39,-3.1878093837661314,55.94334061363762,200,-3.188091291552367,55.94323800759462,null
40,-3.188091291552367,55.94323800759462,190,-3.188386733878271,55.94318591314132,null
41,-3.188386733878271,55.94318591314132,200,-3.1886686416645067,55.94308330709832,groups.ideas.script
42,-3.1886686416645067,55.94308330709832,160,-3.1889505494507424,55.94318591314132,null
43,-3.1889505494507424,55.94318591314132,170,-3.1892459917766462,55.94323800759462,rents.cone.stove
44,-3.1892459917766462,55.94323800759462,70,-3.1891433857336486,55.94351991538086,null
45,-3.1891433857336486,55.94351991538086,60,-3.1889933857336485,55.943779723001995,noted.friday.jams
